600476 	湘邮科技
600477 	杭萧钢构
600478 	科力远
600479 	千金药业
600480 	凌云股份
600481 	双良股份
600482 	风帆股份
600483 	福建南纺
600485 	中创信测
600486 	扬农化工
600487 	亨通光电
600488 	天药股份
600489 	中金黄金
600490 	中科合臣
600491 	龙元建设
600493 	凤竹纺织
600495 	晋西车轴
600496 	精工钢构
600497 	驰宏锌锗
600498 	烽火通信
600499 	科达机电
600500 	中化国际
600501 	航天晨光
600502 	安徽水利
600503 	华丽家族
600505 	西昌电力
600506 	*ST香梨
600507 	方大特钢
600508 	上海能源
600509 	天富热电
600510 	黑牡丹
600511 	国药股份
600512 	腾达建设
600513 	联环药业
600515 	ST筑信
600516 	方大炭素
600517 	置信电气
600518 	康美药业
600519 	贵州茅台
600520 	三佳科技
600521 	华海药业
600522 	中天科技
600523 	贵航股份
600525 	长园集团
600526 	菲达环保
600527 	江南高纤
600528 	中铁二局
600529 	山东药玻
600530 	交大昂立
600531 	豫光金铅
600532 	华阳科技
600533 	栖霞建设
600535 	天士力
600536 	中国软件
600537 	海通集团
600538 	北海国发
600539 	狮头股份
600540 	新赛股份
600543 	莫高股份
600545 	新疆城建
600546 	山煤国际
600547 	山东黄金
600548 	深高速
600549 	厦门钨业
600550 	天威保变
600551 	时代出版
600552 	方兴科技
600553 	太行水泥
600555 	九龙山
600557 	康缘药业
600558 	大西洋
600559 	老白干酒
600560 	金自天正
600561 	江西长运
600562 	高淳陶瓷
600563 	法拉电子
600565 	迪马股份
600566 	洪城股份
600567 	山鹰纸业
600568 	中珠控股
600569 	安阳钢铁
600570 	恒生电子
600571 	信雅达
600572 	康恩贝
600573 	惠泉啤酒
600575 	芜湖港
600576 	万好万家
600577 	精达股份
600578 	京能热电
600579 	ST黄海
600580 	卧龙电气
600581 	八一钢铁
600582 	天地科技
600583 	海油工程
600584 	长电科技
600585 	海螺水泥
600586 	金晶科技
600587 	新华医疗
600588 	用友软件
600589 	广东榕泰
600590 	泰豪科技
600591 	*ST上航
600592 	龙溪股份
600593 	大连圣亚
600594 	益佰制药
600595 	中孚实业
600596 	新安股份
600597 	光明乳业
600598 	北大荒
600599 	熊猫烟花
600600 	青岛啤酒
600601 	方正科技
600602 	广电电子
600603 	ST兴业
600604 	ST二纺
600605 	汇通能源
600606 	金丰投资
600607 	上实医药
600608 	ST沪科
600609 	金杯汽车
600610 	SST中纺
600611 	大众交通
600612 	老凤祥
600613 	永生投资
600614 	鼎立股份
600615 	丰华股份
600616 	金枫酒业
600617 	ST联华
600618 	氯碱化工
600619 	海立股份
600620 	天宸股份
600621 	上海金陵
600622 	嘉宝集团
600623 	双钱股份
600624 	复旦复华
600626 	申达股份
600628 	新世界
600629 	棱光实业
600630 	龙头股份
600631 	百联股份
600633 	*ST白猫
600634 	海鸟发展
600635 	大众公用
600636 	三爱富
600637 	广电信息
600638 	新黄浦
600639 	浦东金桥
600640 	中卫国脉
600641 	万业企业
600642 	申能股份
600643 	爱建股份
600644 	乐山电力
600645 	ST中源
600647 	同达创业
600648 	外高桥
600649 	城投控股
600650 	锦江投资
600651 	飞乐音响
600652 	爱使股份
600653 	申华控股
600654 	飞乐股份
600655 	豫园商城
600656 	ST方源
600657 	信达地产
600658 	兆维科技
600660 	福耀玻璃
600661 	新南洋
600662 	强生控股
600663 	陆家嘴
600664 	哈药股份
600665 	天地源
600666 	西南药业
600667 	太极实业
600668 	尖峰集团
600671 	天目药业
600673 	东阳光铝
600674 	川投能源
600675 	中华企业
600676 	交运股份
600677 	航天通信
600678 	ST金顶
600679 	金山开发
600680 	上海普天
600682 	南京新百
600683 	京投银泰
600684 	珠江实业
600685 	广船国际
600686 	金龙汽车
600687 	刚泰控股
600688 	S上石化
600689 	上海三毛
600690 	青岛海尔
600691 	ST东碳
600692 	亚通股份
600693 	东百集团
600694 	大商股份
600695 	大江股份
600696 	多伦股份
600697 	欧亚集团
600698 	ST轻骑
600699 	ST得亨
600701 	*ST工新
600702 	沱牌曲酒
600703 	三安光电
600704 	中大股份
600706 	ST长信
600707 	彩虹股份
600708 	海博股份
600710 	常林股份
600711 	ST雄震
600712 	南宁百货
600713 	南京医药
600714 	ST金瑞
600715 	ST松辽
600716 	ST耀华
600717 	天津港
600718 	东软集团
600719 	大连热电
600720 	祁连山
600721 	ST百花
600722 	ST金化
600723 	西单商场
600724 	宁波富达
600725 	云维股份
600726 	华电能源
600727 	*ST鲁北
600728 	S*ST新太
600729 	重庆百货
600730 	中国高科
600731 	湖南海利
600732 	上海新梅
600733 	S前锋
600734 	实达集团
600735 	新华锦
600736 	苏州高新
600737 	中粮屯河
600738 	兰州民百
600739 	辽宁成大
600740 	山西焦化
600741 	华域汽车
600742 	一汽富维
600743 	华远地产
600744 	华银电力
600745 	中茵股份
600746 	江苏索普
600747 	大连控股
600748 	上实发展
600749 	西藏旅游
600750 	江中药业
600751 	SST天海
600753 	东方银星
600754 	锦江股份
600755 	厦门国贸
600756 	浪潮软件
600757 	ST源发
600758 	红阳能源
600759 	正和股份
600760 	东安黑豹
600761 	安徽合力
600763 	通策医疗
600764 	中电广通
600765 	中航重机
600766 	园城股份
600767 	运盛实业
600768 	宁波富邦
600769 	祥龙电业
600770 	综艺股份
600771 	ST东盛
600773 	*ST雅砻
600774 	汉商集团
600775 	南京熊猫
600776 	东方通信
600777 	新潮实业
600778 	友好集团
600779 	水井坊
600780 	通宝能源
600781 	上海辅仁
600782 	新钢股份
600783 	鲁信高新
600784 	鲁银投资
600785 	新华百货
600787 	中储股份
600789 	鲁抗医药
600790 	轻纺城
600791 	京能置业
600792 	ST马龙
600793 	ST宜纸
600794 	保税科技
600795 	国电电力
600796 	钱江生化
600797 	浙大网新
600798 	宁波海运
600800 	ST磁卡
600801 	华新水泥
600802 	福建水泥
600803 	威远生化
600804 	鹏博士
600805 	悦达投资
600806 	昆明机床
600807 	天业股份
600808 	马钢股份
600809 	山西汾酒
600810 	神马实业
600811 	东方集团
600812 	华北制药
600814 	杭州解百
600815 	厦工股份
600816 	安信信托
600817 	*ST宏盛
600818 	中路股份
600819 	耀皮玻璃
600820 	隧道股份
600821 	津劝业
600822 	上海物贸
600823 	世茂股份
600824 	益民商业
600825 	新华传媒
600826 	兰生股份
600827 	友谊股份
600828 	成商集团
600829 	三精制药
600830 	香溢融通
600831 	广电网络
600832 	东方明珠
600833 	第一医药
600834 	申通地铁
600835 	上海机电
600836 	界龙实业
600837 	海通证券
600838 	上海九百
600839 	四川长虹
600841 	上柴股份
600842 	中西药业
600843 	上工申贝
600844 	丹化科技
600845 	宝信软件
600846 	同济科技
600847 	ST渝万里
600848 	自仪股份
600849 	上海医药
600850 	华东电脑
600851 	海欣股份
600853 	龙建股份
600854 	ST春兰
600855 	航天长峰
600856 	长百集团
600857 	工大首创
600858 	银座股份
600859 	王府井
600860 	北人股份
600861 	北京城乡
600862 	南通科技
600863 	内蒙华电
600864 	哈投股份
600865 	百大集团
600866 	星湖科技
600867 	通化东宝
600868 	ST梅雁
600869 	三普药业
600871 	S仪化
600872 	中炬高新
600873 	五洲明珠
600874 	创业环保
600875 	东方电气
600876 	ST洛玻
600877 	中国嘉陵
600879 	航天电子
600880 	博瑞传播
600881 	亚泰集团
600882 	大成股份
600883 	博闻科技
600884 	杉杉股份
600885 	力诺太阳
600886 	国投电力
600887 	*ST伊利
600888 	新疆众和
600889 	南京化纤
600890 	*ST中房
600891 	SST秋林
600892 	ST湖科
600893 	航空动力
600894 	广钢股份
600895 	张江高科
600896 	中海海盛
600897 	厦门空港
600898 	*ST三联
600900 	长江电力
600960 	滨州活塞
600961 	株冶集团
600962 	国投中鲁
600963 	岳阳纸业
600965 	福成五丰
600966 	博汇纸业
600967 	北方创业
600969 	郴电国际
600970 	中材国际
600971 	恒源煤电
600973 	宝胜股份
600975 	新五丰
600976 	武汉健民
600978 	宜华木业
600979 	广安爱众
600980 	北矿磁材
600981 	江苏开元
600982 	宁波热电
600983 	合肥三洋
600984 	ST建机
600985 	雷鸣科化
600986 	科达股份
600987 	航民股份
600988 	ST宝龙
600990 	四创电子
600991 	广汽长丰
600992 	贵绳股份
600993 	马应龙
600995 	文山电力
600997 	开滦股份
600999 	招商证券
601001 	大同煤业
601002 	晋亿实业
601003 	柳钢股份
601005 	重庆钢铁
601006 	大秦铁路
601007 	金陵饭店
601008 	连云港
601009 	南京银行
601088 	中国神华
601099 	太平洋
601107 	四川成渝
601111 	中国国航
601117 	中国化学
601139 	深圳燃气
601166 	兴业银行
601168 	西部矿业
601169 	北京银行
601186 	中国铁建
601299 	中国北车
601318 	中国平安
601328 	交通银行
601333 	广深铁路
601390 	中国中铁
601398 	工商银行
601588 	北辰实业
601600 	中国铝业
601601 	中国太保
601618 	中国中冶
601628 	中国人寿
601666 	平煤股份
601668 	中国建筑
601699 	潞安环能
601727 	上海电气
601766 	中国南车
601788 	光大证券
601808 	中海油服
601857 	中国石油
601866 	中海集运
601872 	招商轮船
601888 	中国国旅
601898 	中煤能源
601899 	紫金矿业
601918 	国投新集
601919 	中国远洋
601939 	建设银行
601958 	金钼股份
601988 	中国银行
601989 	中国重工
601991 	大唐发电
601998 	中信银行
601999 	出版传媒
000001 	深 发 展 	1 	深发展Ａ 	1991-4-3 	　 	　 	　 	深圳市
000002 	万 科 	2 	万 科Ａ 	1991-1-29 	200002 	万 科Ｂ 	1993-5-28 	深圳市
000004 	国农科技 	4 	*ST国农 	1990-12-1 	　 	　 	　 	深圳市
000005 	世纪星源 	5 	世纪星源 	1990-12-10 	　 	　 	　 	深圳市
000006 	深 振 业 	6 	深振业Ａ 	1992-4-27 	　 	　 	　 	深圳市
000007 	深零七 	7 	ST 达 声 	1992-4-13 	　 	　 	　 	深圳市
000008 	宝 利 来 	8 	ST宝利来 	1992-5-7 	　 	　 	　 	深圳市
000009 	中国宝安 	9 	中国宝安 	1991-6-25 	　 	　 	　 	深圳市
000010 	深 华 新 	10 	S ST华新 	1995-10-27 	　 	　 	　 	深圳市
000011 	深 物 业 	11 	深物业A 	1992-3-30 	200011 	深物业B 	1992-3-30 	深圳市
000012 	南玻集团 	12 	南 玻Ａ 	1992-2-28 	200012 	南 玻Ｂ 	1992-2-28 	深圳市
000014 	沙河股份 	14 	沙河股份 	1992-6-2 	　 	　 	　 	深圳市
000016 	深 康 佳 	16 	深康佳Ａ 	1992-3-27 	200016 	深康佳Ｂ 	1992-3-27 	深圳市
000017 	深 中 华 	17 	S ST中华 	1992-3-31 	200017 	ST 中华B 	1992-3-31 	深圳市
000018 	深 中 冠 	18 	*ST中冠A 	1992-6-16 	200018 	*ST中冠B 	1992-6-16 	深圳市
000019 	深 深 宝 	19 	深深宝Ａ 	1992-10-12 	200019 	深深宝Ｂ 	1992-10-12 	深圳市
000020 	深 华 发 	20 	深华发Ａ 	1992-4-28 	200020 	深华发Ｂ 	1992-4-28 	深圳市
000021 	长城开发 	21 	长城开发 	1994-2-2 	　 	　 	　 	深圳市
000022 	深 赤 湾 	22 	深赤湾Ａ 	1993-5-5 	200022 	深赤湾Ｂ 	1993-5-5 	深圳市
000023 	深 天 地 	23 	深天地Ａ 	1993-4-29 	　 	　 	　 	深圳市
000024 	招商地产 	24 	招商地产 	1993-6-7 	200024 	招商局Ｂ 	1993-6-7 	深圳市
000025 	深 特 力 	25 	特 力Ａ 	1993-6-21 	200025 	特 力Ｂ 	1993-6-21 	深圳市
000026 	飞 亚 达 	26 	飞亚达Ａ 	1993-6-3 	200026 	飞亚达Ｂ 	1993-6-3 	深圳市
000027 	深圳能源 	27 	深圳能源 	1993-9-3 	　 	　 	　 	深圳市
000028 	一致药业 	28 	一致药业 	1993-8-9 	200028 	一 致Ｂ 	1993-8-9 	深圳市
000029 	深房集团 	29 	深深房Ａ 	1993-9-15 	200029 	深深房Ｂ 	1994-1-10 	深圳市
000030 	盛润股份 	30 	*ST盛润A 	1993-9-29 	200030 	*ST盛润B 	1993-9-29 	深圳市
000031 	中粮地产 	31 	中粮地产 	1993-10-8 	　 	　 	　 	深圳市
000032 	深 桑 达 	32 	深桑达Ａ 	1993-10-28 	　 	　 	　 	深圳市
000033 	新都酒店 	33 	新都酒店 	1994-1-3 	　 	　 	　 	深圳市
000034 	深信泰丰 	34 	*ST深泰 	1994-5-9 	　 	　 	　 	深圳市
000035 	中 科 健 	35 	ST 科 健 	1994-4-8 	　 	　 	　 	深圳市
000036 	华联控股 	36 	*ST华控 	1994-6-17 	　 	　 	　 	深圳市
000037 	深 南 电 	37 	深南电Ａ 	1994-7-1 	200037 	深南电Ｂ 	1994-11-28 	深圳市
000038 	深大通 	38 	*ST大通 	1994-8-8 	　 	　 	　 	深圳市
000039 	中集集团 	39 	中集集团 	1994-4-8 	200039 	中 集Ｂ 	1994-3-23 	深圳市
000040 	深 鸿 基 	40 	深 鸿 基 	1994-8-8 	　 	　 	　 	深圳市
000042 	深 长 城 	42 	深 长 城 	1994-9-21 	　 	　 	　 	深圳市
000043 	中航地产 	43 	中航地产 	1994-9-28 	　 	　 	　 	深圳市
000045 	深 纺 织 	45 	深纺织Ａ 	1994-8-15 	200045 	深纺织Ｂ 	1994-8-15 	深圳市
000046 	泛海建设 	46 	泛海建设 	1994-9-12 	　 	　 	　 	深圳市
000048 	康 达 尔 	48 	ST康达尔 	1994-11-1 	　 	　 	　 	深圳市
000049 	德赛电池 	49 	德赛电池 	1995-3-20 	　 	　 	　 	深圳市
000050 	天 马 	50 	深天马Ａ 	1995-3-15 	　 	　 	　 	深圳市
000053 	深 基 地 	　 	　 	　 	200053 	深基地Ｂ 	1995-7-28 	深圳市
000054 	建设摩托 	　 	　 	　 	200054 	建 摩Ｂ 	1995-7-25 	重庆市
000055 	方大集团 	55 	方大集团 	1996-4-15 	200055 	方大Ｂ 	1995-11-29 	深圳市
000056 	深 国 商 	56 	深 国 商 	1996-7-8 	200056 	深国商Ｂ 	1995-10-30 	深圳市
000058 	深 赛 格 	58 	深 赛 格 	1996-12-26 	200058 	深赛格B 	1996-7-22 	深圳市
000059 	辽通化工 	59 	辽通化工 	1997-1-30 	　 	　 	　 	盘锦市
000060 	中金岭南 	60 	中金岭南 	1997-1-23 	　 	　 	　 	深圳市
000061 	农 产 品 	61 	农 产 品 	1997-1-10 	　 	　 	　 	深圳市
000062 	深圳华强 	62 	深圳华强 	1997-1-30 	　 	　 	　 	深圳市
000063 	中兴通讯 	63 	中兴通讯 	1997-11-18 	　 	　 	　 	深圳市
000065 	北方国际 	65 	北方国际 	1998-6-5 	　 	　 	　 	北京市
000066 	长城电脑 	66 	长城电脑 	1997-6-26 	　 	　 	　 	深圳市
000068 	赛格三星 	68 	赛格三星 	1997-6-11 	　 	　 	　 	深圳市
000069 	华 侨 城 	69 	华侨城Ａ 	1997-9-10 	　 	　 	　 	深圳市
000070 	特发信息 	70 	特发信息 	2000-5-11 	　 	　 	　 	深圳市
000078 	海王生物 	78 	海王生物 	1998-12-18 	　 	　 	　 	深圳市
000088 	盐 田 港 	88 	盐 田 港 	1997-7-28 	　 	　 	　 	深圳市
000089 	深圳机场 	89 	深圳机场 	1998-4-20 	　 	　 	　 	深圳市
000090 	深 天 健 	90 	深 天 健 	1999-7-21 	　 	　 	　 	深圳市
000096 	广聚能源 	96 	广聚能源 	2000-7-24 	　 	　 	　 	深圳市
000099 	中信海直 	99 	中信海直 	2000-7-31 	　 	　 	　 	深圳市
000100 	TCL 集团 	100 	TCL 集团 	2004-1-30 	　 	　 	　 	惠州市
000150 	宜华地产 	150 	宜华地产 	2000-8-7 	　 	　 	　 	汕头市
000151 	中成股份 	151 	中成股份 	2000-9-6 	　 	　 	　 	北京市
000152 	山 航 Ｂ 	　 	　 	　 	200152 	山 航Ｂ 	2000-9-12 	济南市
000153 	丰原药业 	153 	丰原药业 	2000-9-20 	　 	　 	　 	巢湖市
000155 	川化股份 	155 	川化股份 	2000-9-26 	　 	　 	　 	成都市
000156 	嘉瑞新材 	156 	*ST 嘉瑞 	2000-9-6 	　 	　 	　 	怀化市
000157 	中联重科 	157 	中联重科 	2000-10-12 	　 	　 	　 	长沙市
000158 	常山股份 	158 	常山股份 	2000-7-24 	　 	　 	　 	石家庄市
000159 	国际实业 	159 	国际实业 	2000-9-26 	　 	　 	　 	乌鲁木齐市
000160 	大路股份 	　 	　 	　 	200160 	ST大路B 	2000-9-29 	承德市
000168 	雷 伊 	　 	　 	　 	200168 	*ST雷伊B 	2000-10-27 	揭阳市
000301 	东方市场 	301 	东方市场 	2000-5-29 	　 	　 	　 	苏州市
000338 	潍柴动力 	338 	潍柴动力 	2007-4-30 	　 	　 	　 	潍坊市
000400 	许继电气 	400 	许继电气 	1997-4-18 	　 	　 	　 	许昌市
000401 	冀东水泥 	401 	冀东水泥 	1996-6-14 	　 	　 	　 	唐山市
000402 	金 融 街 	402 	金 融 街 	1996-6-26 	　 	　 	　 	北京市
000403 	三九生化 	403 	S*ST生化 	1996-6-28 	　 	　 	　 	太原市
000404 	华意压缩 	404 	华意压缩 	1996-6-19 	　 	　 	　 	景德镇市
000407 	胜利股份 	407 	胜利股份 	1996-7-3 	　 	　 	　 	济南市
000408 	玉源控股 	408 	ST 玉 源 	1996-6-28 	　 	　 	　 	邯郸市
000409 	泰复实业 	409 	ST泰复 	1996-6-27 	　 	　 	　 	深圳市
000410 	沈阳机床 	410 	沈阳机床 	1996-7-18 	　 	　 	　 	沈阳市
000411 	英特集团 	411 	英特集团 	1996-7-16 	　 	　 	　 	杭州市
000413 	宝 石 	413 	宝 石Ａ 	1996-9-25 	200413 	宝 石Ｂ 	1996-7-8 	石家庄市
000415 	汇通集团 	415 	汇通集团 	1996-7-16 	　 	　 	　 	乌鲁木齐市
000416 	民生投资 	416 	民生投资 	1996-7-19 	　 	　 	　 	青岛市
000417 	合肥百货 	417 	合肥百货 	1996-8-12 	　 	　 	　 	合肥市
000418 	小天鹅 	418 	小天鹅Ａ 	1997-3-28 	200418 	小天鹅Ｂ 	1996-7-18 	无锡市
000419 	通程控股 	419 	通程控股 	1996-8-16 	　 	　 	　 	长沙市
000420 	吉林化纤 	420 	吉林化纤 	1996-8-2 	　 	　 	　 	吉林市
000421 	南京中北 	421 	南京中北 	1996-8-6 	　 	　 	　 	南京市
000422 	湖北宜化 	422 	湖北宜化 	1996-8-15 	　 	　 	　 	宜昌市
000423 	东阿阿胶 	423 	东阿阿胶 	1996-7-29 	　 	　 	　 	聊城市
000425 	徐工机械 	425 	徐工机械 	1996-8-28 	　 	　 	　 	徐州市
000426 	富龙热电 	426 	富龙热电 	1996-8-28 	　 	　 	　 	赤峰市
000428 	华天酒店 	428 	华天酒店 	1996-8-8 	　 	　 	　 	长沙市
000429 	粤 高 速 	429 	粤高速Ａ 	1998-2-20 	200429 	粤高速Ｂ 	1996-8-15 	广州市
000430 	张 家 界 	430 	ST张家界 	1996-8-29 	　 	　 	　 	张家界市
000468 	宁 通 信 	　 	　 	　 	200468 	宁通信Ｂ 	1997-5-22 	南京市
000488 	晨鸣纸业 	488 	晨鸣纸业 	2000-11-20 	200488 	晨 鸣Ｂ 	1997-5-26 	潍坊市
000498 	丹东化纤 	498 	*ST 丹化 	1997-6-9 	　 	　 	　 	丹东市
000501 	鄂 武 商 	501 	鄂武商Ａ 	1992-11-20 	　 	　 	　 	武汉市
000502 	绿景地产 	502 	绿景地产 	1992-11-23 	　 	　 	　 	广州市
000503 	海虹控股 	503 	海虹控股 	1992-11-30 	　 	　 	　 	海口市
000504 	赛迪传媒 	504 	赛迪传媒 	1992-12-8 	　 	　 	　 	北京市
000505 	珠江控股 	505 	*ST珠江 	1992-12-21 	200505 	*ST珠江B 	1995-6-29 	海口市
000506 	中润投资 	506 	ST中润 	1993-3-12 	　 	　 	　 	济南市
000507 	粤 富 华 	507 	粤 富 华 	1993-3-26 	　 	　 	　 	珠海市
000509 	华塑控股 	509 	S ST华塑 	1993-5-7 	　 	　 	　 	南充市
000510 	金路集团 	510 	金路集团 	1993-5-7 	　 	　 	　 	德阳市
000511 	银基发展 	511 	银基发展 	1993-5-18 	　 	　 	　 	沈阳市
000512 	闽 灿 坤 	　 	　 	　 	200512 	闽灿坤Ｂ 	1993-6-30 	厦门市
000513 	丽珠集团 	513 	丽珠集团 	1993-10-28 	200513 	丽 珠Ｂ 	1993-7-20 	珠海市
